question_number,question,option_a,option_b,option_c,option_d,correct_answer,explanation
437,"核保人有時會涉及「風險差別對待」,意思是指:",對特別風險的偏愛或偏見,只接受提供最好利益的投保,對應風險特質的好或壞而施加的獎勵或懲罰,拒絕接受特別危險的風險,C,"風險差別對待是指區分屬於同一風險類別的個別風險的特質(有好有壞),此來對同屬某個籠統風 險類別的保費作上下的調整。"
438,"將類似的風險根據其個別的特質加以區分,以增加或扣 保費,稱為風險。",估定,管理,類別,差別對待,D,"風險差別對待是指區分屬於同一風險類別的個別風險的特質(有好有壞),憑此來對同屬某個籠統風 險類別的保費作上下的調整。"
439,"計算保費時,很多險種在開始值得注意的包括:",基準,風險分類,差別對待,保額,B,"很多險種都是把風險歸類,而每類風險均有適用於自己的預定保險費率。"
440,"根據一般保單的嚴格用詞,保費:",永遠但須於保障生效前繳交,必須於保障生效前繳交,有時於保障生效前繳交,必須於保障生效起的三十天內繳交,C,"實際做法視乎保單措詞而定,有些保單嚴格規定,保險保障的有效性以收到保費為先決條件。"
441,"保險人在核保時,會區分屬於同一風險類別的個別風險的特質,從而對保費作出上下調整,這核保程序會:",對投保表現出偏好及不好,選擇利益好的風險,調整保費作為對不同危險的獎賞及懲罰,拒絕對商業風險的危險投保,C,"風險差別對待是指區分屬於同一風險類別的個別風險的特質(有好有壞), 此來對同屬某個籠統風險類別的保費作上下的調整。"
442,以下哪項關於一般保險的保費支付的重要性的說明是不正確的?,這是屬於非法行為,該保險代理可收取雙倍佣金,"這不視作已交付保費,直至保險公司收到該保險代理的款項",在法律上視作已支付保費予保險公司,A,在《保險公司條例》中規定了保險人須在訂明情況下就其獲委任保險代理人的行為承擔轉承責任的條文。
443,"保費通常在保單生效前繳付,但如保險人慣性設有信貸安排,即使保費仍未繳交,有關的合約仍可有效。這原則叫:",通融,最高誠信,不容反悔,寬限期,C,"如果保險人曾經毫不猶疑地收取過遲交的保費,他可能會被當作已經為日後準時支付保費的要求作出寬免。如果被保險人想另外引用不容反悔原則,便須證明曾經倚賴寬免的陳述或行為。"
444,"一般保險中,當保費繳交予中介人時:",在法律下是不正確的,代理人可獲雙倍佣金,"還未算繳交,直至保費繳交至保險人",在法律下相等於已繳予保險人,D,"向一名保險中介人支付保費會否構成向有關保險人付款,這要視乎該款項是根據誰的授權收或付的。"
445,"在核保的過程,人壽保險及一般保險的基本分別在於:",人壽保險核保屬於「一次過」事件,一般保險核保屬於「一次過」事件,一般保險只涉及實質危險,一般保險通常涉及較低的保額,A,"有別於人壽保險,一般保險的風險評估是一個持續的、或最低限度是可重複的過程。"
446,"汽車保險與僱員補償保險的保費都繳納徵費,徵費將分配給:",僱員補償保障計劃,僱員補償條例,僱員補償援助計劃,僱員補償保險局,C,"僱員補償援助計劃是根據《僱員補償援助條例》(第365章)設立的,旨在支付無法從相關僱主或保 險人那裏得到應有的因工傷亡補償和損害賠償的受傷僱員本人或身故僱員的家人。僱員補償援助基金 由對僱員補償保險費的徵款提供资金,目前的徵款率為5.8%。"
447,香港汽車保險局是在強制性汽車保險不存在時支持貫徹這類保險的原意。以下哪項是僱員補償保險與強制性汽車保險的目的相同?,香港保險業聯會,僱主責任援助計劃,僱員補償保險局,僱員補償援助計劃,D,"僱員補償援助計劃是根據《僱員補償援助條例》(第365章)設立的,旨在支付無法從相關僱主或保險人那裏得到應有的因工傷亡補償和損害賠償的受傷僱員本人或身故僱員的家人。僱員補償援助基金 由對僱員補償保險費的徵款提供資金,目前的徵款率為5.8%。"
448,香港汽車保險局在汽車保單加設的保費徵費是為了保障:,汽車上的財產損毀,汽車造成的財產損毀,意外導致死亡或受傷的人,被保險汽車的乘客,C,香港汽車保險局的首要目的是確保傷者及/或其受養者就他人在路上使用汽車引起死亡或受傷結果招致法律責任而提出的索償得以賠付。
449,"於汽車保險中,為了保障無償債能力的汽車保險人,香港汽車保險局從汽車保單加設保費徵費。以下哪項描述是正確?",汽車保費之1%,汽車保費之3%,於1998己撤銷有關徵費,有關的徵費會存放於沒有能力償債之保險人,A,"汽車保險局的經費來自針對保險人簽發的所有汽車保單收取的保費繳款,徵款額為汽車保費的3%。徵款不屬於保險人所有,必須轉交給汽車保險局。"
450,對一般保險徵收附加費的機構或計劃包括香港汽車保險局及:,僱員補償保障計劃,僱員補償條例,僱員補償援助計劃,僱員補償保險局,C,"僱員補償援助計劃是根據《僱員補償援助條例》(第365章)設立的,旨在支付無法從相關僱主或保險人那裏得到應有的因工傷亡補償和損害賠償的受傷僱員本人或身故僱員的家人。僱員補償援助基金 由對僱員補償保險費的徵款提供資金,目前的微款率為5.8%。"
451,"為了補償遇上相關的汽車保險人無償付能力,而未能獲得賠償的某些汽車意外受害人,這些經費由何而來?",政府資助,保險投訴局,香港保險業聯會,汽車保險局的保費徵款,D,"汽車保險局的經費來自針對保險人簽發的所有汽車保單收取的保費微款,微款額為汽車保費的3%。徵款不屬於保險人所有,必須轉交給汽車保險局。"
452,一般保單的保單措詞:,沒有規定,全部都有規定,只是人身意外有所規定,只是強制保險有所規定,A,"在香港,保單措詞不受規管,保險人因此可以自由地設計和出售自己的產品。"
453,在普通法中一般保險保單措詞:,是不受規管的,受政府規管及規定,人身意外保單才受規管,強制保單才受規管,A,"在香港,保單措詞不受規管,保險人因此可以自由地設計和出售自己的產品。"
454,"在一般保險保單中,履行條款說明了怎樣可以得到保障的情況,這條款又稱為:",簽證條款,敘文條款,保單條件,承保條款,D,"履行條款表明在什麼情況下承保的承諾將得以履行(因此,有時也被稱為承保條款。"
455,提供保險合約證明的基本文件是:,保單,保險憑證,暫保單,投保書,A,保險單(或稱保單)是無形的保險合約的有形證據——一項最正式、最常用的證據。
456,以下哪項資料是會包括於承保表當中?,總保費,合約各方的名稱,保單的責任範圍,以上所有各項,B,"承保表包含了合約各方的名稱,"
457,一般保險上某些保單限制稱為:,敘文條款,履行條款,見證條款,保單條件,D,"簡單的說,保單條件是多項用來規限保險合約的印刷條文。"
458,以下哪項不會包含於承保表中?,被保人的姓名、地址及年齡,仲裁條款,保額,保險標的的描述,B,"承保表不包含仲裁條款,"
459,"承保表式的保單格式的敘文條款,較可能包含:",被保險人的姓名及地址,被保險標的物的完整描述,對投保書及聲明的介紹,以上各項皆是,C,"敘文條款會提述投保書及聲明,視它們為合約的一部分,及合約的基礎。選項A和B是承保表的內容。"
460,"如果承保人在保單上加上特殊條款(例如:一個承保自負額),哪部份會對此有所提及?",保單承保表,履行條款,保單條件,通用除外責任,B,履行條款可能列出適用於該部分的任何自負額/免賠額(或者在承保表中提及和出現)。
461,承保表式保單中的通用除外責任是指:,適用於整份合約的除外責任,除外責任,附帶條件,以上各項皆是,D,"通用除外責任指此類除外責任適用於整個合約(即保單的每個部分)。「通用除外責任」這個標題在保單中明確可見,不過還可以另外使用「除外責任」或(較少用的)「附帶條件」等兩個名稱。"
462,在本港非海上保險的保單條件?,屬印刊條文,是法定的,是隱含的,"不同保險人的保險,都是相同的",A,"簡單的說,保單條件是多項用來規限保險合約的印刷條文。"
463,"有些只提供給個人而不會提供給商業機構的一般保險業務類別,稱為:",個人保險業務,非公司業務,私人業務,私人保單持有者保障,A,"「淺白英語」保單多數用於個人險種,而非商業風險。"
464,"在保險條款以「用家方便」表達並非正式,一般採用「我們」、「你們」的第一或第二身寫成,以下哪個描述是正確表達方式?",時尚英語,淺白英語,較易明白的英語,現代英語,B,"「淺白英語」保單為了顯得更為「用家方便」,保單文件都用第一或第二身寫成,而不是與人無關的 第三身。因此它採用「我們」、「妳們」,而不是「本公司」或「該被保險人」等字眼。"
465,以下哪項不會包含於承保表中?,被保險人的姓名、地址及年齡,仲裁條款,保額,保險標的的描述,B,"承保表中不包含仲裁條款,"
466,"如果承保人在保單條款中附加若干條文(例如:承保單的自負額),該條文會顯示於:",保單承保表,履行條款,保單條款,通用除外責任,B,履行條款可能列出適用於該部分的任何自負額/免賠額(或者在承保表中提及和出現)。
467,承保表式保單包括以下哪些/哪項內容:,承保表,履行條款,敘文條款,以上各項皆是,D,承保表式保單包含所有各項內容。
468,"「承保表式」保單的敘文條款,相當可能包括以下哪項或哪些內容?",被保險人的姓名和地址,對投保書和聲明的介紹,保險標的的完整/詳細描述,上述所有各項,B,"敘文條款會提述投保書及聲明,視它們為合約的一部分,及合約的基礎。"
